cores,sizeM,sizeN,sizeK,time[s],gflops
1,2,9000, 9000, 9000, 11.370962, 128.221343
3,9000, 9000, 9000, 7.304020, 199.616100
4,9000, 9000, 9000, 5.389690, 270.516492
5,9000, 9000, 9000, 4.273165, 341.199079
6,9000, 9000, 9000, 3.554449, 410.190130
7,9000, 9000, 9000, 3.105398, 469.505060
8,9000, 9000, 9000, 2.719433, 536.141245
9,9000, 9000, 9000, 2.435881, 598.551516
10,9000, 9000, 9000, 2.200376, 662.614099
11,9000, 9000, 9000, 1.998084, 729.699049
12,9000, 9000, 9000, 1.843380, 790.938246
