cores,sizeM,sizeN,sizeK,time[s],gflops
1,2,9000, 9000, 9000, 11.260576, 129.478274
3,9000, 9000, 9000, 7.252113, 201.044851
4,9000, 9000, 9000, 5.404925, 269.753973
5,9000, 9000, 9000, 4.330984, 336.644089
6,9000, 9000, 9000, 3.636815, 400.900201
7,9000, 9000, 9000, 3.415618, 426.862687
8,9000, 9000, 9000, 3.012650, 483.959240
9,9000, 9000, 9000, 2.713352, 537.342769
10,9000, 9000, 9000, 2.441852, 597.087830
11,9000, 9000, 9000, 2.323428, 627.521015
12,9000, 9000, 9000, 1.987198, 733.696228
